Code,Name,Status,PSABDescription,ParentCategoryName,ParentCategoryDescription,ChartType,FundType,ParentFundCode,ParentType,IsGrant,GrantName,SummaryLine,IsBudgetable,ActualsPostable,IsReimbursable,RequiresApprovals,SupportsAssessedValuations,RevObjectCurrYear,RevObjectPriorYear,RequiresProjectNumber,UsesDependentCharterXfer,PEDZeroOut,NotInUse
26181,Center for Native Education,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
26182,Northern NM Network - Teacher Incentive Funds,Historical,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,Yes
26183,Jobs for Americas Graduates (JAG)-New Mexico,Historical,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,Yes
26184,Clovis Municipal Schools Foundation,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
26185,Coalition of Essential Schools/Mentor Grant,Historical,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,Yes
26186,ABC Community Schools Partnership,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
26187,Amy Beihl High School Foundation,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
26188,Center for Educational Initiatives,Historical,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,Yes
26189,Los Alamos Public Schools,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
26190,APS Foundation,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
26191,ENMR Plateau Educational Foundation,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
26192,Toyota Family Literacy Program,Historical,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,Yes
26193,McCarthey Dressman Educational Foundation,Historical,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,Yes
26194,McGruff Neighborhood Initiatives,Historical,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,Yes
26195,Friends of Mountain Mahogany Foundation,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
26196,Institute for Educational Leadership,Historical,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,Yes
26197,Washington True Solutions LLC,Historical,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,Yes
26198,Albuquerque Community Foundation,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
26199,Spaceport GRT Grant - Sierra County,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
26200,Conoco / Phillips School Grants,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
26201,Pump up the Volume in Preschool,Historical,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,Yes
26202,SES After School Tutoring,Historical,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,Yes
26203,East Mtn HS Foundation,Historical,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,Yes
26204,Spaceport GRT Grant - Dona Ana County,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
26205,Chevron School Grants,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
26206,Tucumcari Band-Aides,Historical,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,No,,Yes,Yes,Yes,No,No,No,,,No,No,No,Yes
26207,CNM Foundation,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
26208,Partners for Developing Futures,Historical,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,Yes
26209,Met Life Foundation,Historical,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,Yes
26210,APS Homeless Projects,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,Yes,No,No
26211,Target School Grant,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
26212,DOE i3 Reading Recovery,Historical,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,Yes
26213,Active Schools Acceleration Project,Historical,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,Yes
26214,Peer Helper Program,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,Yes,No,No
26215,The Bridge of Southern New Mexico,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,Yes,No,No
26216,Fuel Up To Play 60,Historical,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,Yes
26217,Albertson Community Grant,Historical,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,Yes
26218,United Way,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,Yes,No,No
26219,Project Lead the Way (PLTW),Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,Yes,No,No
26220,Charter School Growth Fund,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
26221,New Mexico School for the Arts - Art Institute,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,Yes,No,No
26222,Emergency Connectivity Fund FCC,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
26224,Explore Academy Foundation,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
26233,Santa Fe Community Foundation,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
26244,Charter Foundation,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
26245,"The LOR Foundation, Inc.",Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
26246,RioTECH Corporate Sponsorship,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Direct Grant,26000,No,Yes,????,Yes,Yes,Yes,No,No,No,,,No,No,No,No
27000,State Flow-through Grants,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Flowthrough,20000,Yes,Yes,State Flow-through Grants,Yes,No,No,No,No,No,1111,,No,No,No,No
27101,REC Operating Funds,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Flowthrough,27000,No,Yes,????,Yes,Yes,Yes,No,Yes,No,1111,,No,No,No,No
27102,New School Development,Historical,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Flowthrough,27000,No,Yes,????,Yes,Yes,Yes,Yes,Yes,No,,,No,No,Yes,Yes
27103,2009 Dual Credit Instructional Materials/HB2,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Flowthrough,27000,No,Yes,27103 Dual Credit Instructional Materials/HB2,Yes,Yes,Yes,Yes,Yes,No,1111,,No,Yes,Yes,No
27104,2012 School Bus Replacment,Historical,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Flowthrough,27000,No,Yes,27104 2012 (STB) School Bus Replacement,Yes,Yes,Yes,Yes,Yes,No,,,No,No,Yes,Yes
27105,2008 G.O. Bond Student Library Fund  (SB333),Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Flowthrough,27000,No,Yes,27105 2008 G.O. Bond Student Library Fund  (SB333),Yes,Yes,Yes,Yes,Yes,No,,,No,No,Yes,No
27106,2010 GO Bonds Student Library Fund SB-1,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Flowthrough,27000,No,Yes,27106 2010 GOB I/M Proj A101230,Yes,Yes,Yes,Yes,Yes,No,,,No,No,Yes,No
27107,27107 GOB Library,Active,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Capital Outlay,27000,No,Yes,27107 2012 GOB Student Library (SB66),Yes,Yes,Yes,Yes,Yes,No,1111,,No,No,Yes,No
27108,PARCC Readiness,Historical,,SPECIAL REVENUE FUNDS,These funds are used to account for the proceeds of specific revenue sources (other than trusts or major capital projects) that are legally restricted to expenditure for specified purposes. Some examples of special revenue funds are restricted state or federal grants and restricted tax levies. A separate fund may be used for each identified restricted source. There are generally several Funds from different funding sources. The specific Special Revenue Funds designated by PED for use by school districts and charter schools are as follows.,Uniform FY27,Flowthrough,27000,No,Yes,27108 PARCC Readiness,Yes,Yes,Yes,Yes,Yes,No,,,No,No,Yes,Yes
